69632,69632-alakir-the-windlord,"Al'Akir the Windlord","<b>Charge, Divine Shield, Taunt, Windfury</b>","He is the weakest of the four Elemental Lords. And the other three don't let him forget it."
70078,70078-alakir-the-windlord,"Al'Akir the Windlord","<b>Charge, Divine Shield, Taunt, Windfury</b>","He is the weakest of the four Elemental Lords. And the other three don't let him forget it."
57195,57195-alar,"Al'ar","<b>Deathrattle</b>: Summon a 0/3 Ashes of Al'ar that resurrects this minion on your next turn.","Week 679: Still no mount..."
1658,1658-alarm-o-bot,Alarm-o-Bot,"At the start of your turn, swap this minion with a random one in your hand.","WARNING. WARNING. WARNING."
69808,69808-alarm-o-bot,Alarm-o-Bot,"At the start of your turn, swap this minion with a random one in your hand.","WARNING. WARNING. WARNING."
56445,56445-aldor-attendant,"Aldor Attendant","<b>Battlecry:</b> Reduce the Cost of your Librams by (1) this game.","Will check to make sure you have a valid libramary card."
1167,1167-aldor-peacekeeper,"Aldor Peacekeeper","<b>Battlecry:</b> Change an enemy minion's Attack to 1.","The Aldor hate two things: the Scryers and smooth jazz."
69612,69612-aldor-peacekeeper,"Aldor Peacekeeper","<b>Battlecry:</b> Change an enemy minion's Attack to 1.","The Aldor hate two things: the Scryers and smooth jazz."
69941,69941-aldor-peacekeeper,"Aldor Peacekeeper","<b>Battlecry:</b> Change an enemy minion's Attack to 1.","The Aldor hate two things: the Scryers and smooth jazz."
56556,56556-aldor-truthseeker,"Aldor Truthseeker","<b>Taunt</b>. <b>Battlecry:</b> Reduce the Cost of your Librams by (2) this game.","It’s under 'T.'"
56583,56583-aldrachi-warblades,"Aldrachi Warblades",<b>Lifesteal</b>,"The ancient Aldrachi were the greatest warriors in the universe. Imagine their power if they'd put the handle at the END of the blade."
69507,69507-aldrachi-warblades,"Aldrachi Warblades",<b>Lifesteal</b>,"The ancient Aldrachi were the greatest warriors in the universe. Imagine their power if they'd put the handle at the END of the blade."
581,581-alexstrasza,Alexstrasza,"<b>Battlecry:</b> Set a hero's remaining Health to 15.","Alexstrasza the Life-Binder brings life and hope to everyone. Except Deathwing. And Malygos. And Nekros."
69977,69977-alexstrasza,Alexstrasza,"<b>Battlecry:</b> Set a hero's remaining Health to 15.","Alexstrasza the Life-Binder brings life and hope to everyone. Except Deathwing. And Malygos. And Nekros."
66864,66864-alexstrasza-the-life-binder,"Alexstrasza the Life-Binder","<b>Battlecry</b>: Choose a character. If it's friendly, restore 8 Health. If it's an enemy, deal 8 damage.","Friendly Fire: Off"
2758,2758-alexstraszas-champion,"Alexstrasza's Champion","<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Charge</b>.","""Put more spikes on her. No, more spikes. What part of 'more spikes' do you not understand? MORE SPIKES!"" - Alexstrasza"
2826,2826-alleria-windrunner,"Alleria Windrunner","",""
40574,40574-alley-armorsmith,"Alley Armorsmith","<b>Taunt</b> Whenever this minion deals damage, gain that much Armor.","The rent is cheap and she passes the savings onto YOU!"
40426,40426-alleycat,Alleycat,"<b>Battlecry:</b> Summon a 1/1 Cat.","To be a cool cat in Gadgetzan, you gotta have bling."
64368,64368-alliance-bannerman,"Alliance Bannerman","<b>Battlecry:</b> Draw a minion. Give minions in your hand +1/+1.","Back in my day, we had to carry our inspiration uphill both ways to war."
63211,63211-altar-of-fire,"Altar of Fire","Destroy the top 3 cards of each deck.","""I now pronounce you, Crispy and Fried."""
56652,56652-altruis-the-outcast,"Altruis the Outcast","After you play the left- or right-most card in your hand, deal 1 damage to all enemies.","Altruis betrayed Illidan to forge his own way in Outland. With Blackjack. And Netherdrakes."
43426,43426-aluneth,Aluneth,"At the end of your turn, draw 3 cards.","PHENOMENAL ARCANE POWER…itty bitty living space."
38782,38782-amgam-rager,"Am'gam Rager","","peerc rewop"
790,790-amani-berserker,"Amani Berserker","Has +3 Attack while damaged.","If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon""."
69947,69947-amani-berserker,"Amani Berserker","<b>Enrage:</b> +3 Attack","If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon""."
50776,50776-amani-war-bear,"Amani War Bear","<b>Rush</b> <b>Taunt</b>","""I used to farm for hours! Now they just come in packs?"""
55048,55048-amber-watcher,"Amber Watcher","<b>Battlecry:</b> Restore 8 Health.","Healing really resin-ates with him."
56524,56524-ambush,Ambush,"<b>Secret:</b> After your opponent plays a minion, summon a 2/3 Ambusher with <b>Poisonous</b>.","Clip-clop clip-clop CLIP-CLOP STAB!"
65676,65676-amulet-of-undying,"Amulet of Undying","<b>Tradeable</b> Resurrect friendly <b>Deathrattle</b> (minion, minions). <i>(Upgrades when <b>Traded</b>!)</i>","Didn't seem to work out too well for this guy."
1998,1998-ancestors-call,"Ancestor's Call","Put a random minion from each player's hand into the battlefield.","""Hey! Ancestors!"" - Ancestor's call"
53408,53408-ancestral-guardian,"Ancestral Guardian","<b>Lifesteal</b> <b>Reborn</b>","No one knows whose ancestor he is, but he's still upset that you never call."
149,149-ancestral-healing,"Ancestral Healing","Restore a minion to full Health and give it <b>Taunt</b>.","I personally prefer some non-ancestral right-the-heck-now healing, but maybe that is just me."
68331,68331-ancestral-healing,"Ancestral Healing","Restore a minion to full Health and give it <b>Taunt</b>.","I personally prefer some non-ancestral right-the-heck-now healing, but maybe that is just me."
2514,2514-ancestral-knowledge,"Ancestral Knowledge","Draw 2 cards. <b>Overload:</b> (2)",MOMMMMMYYYYYYYYY!!!
404,404-ancestral-spirit,"Ancestral Spirit","Give a minion ""<b>Deathrattle:</b> Resummon this minion.""","It was just a flesh wound."
69749,69749-ancestral-spirit,"Ancestral Spirit","Choose a minion. When that minion is destroyed, return it to the battlefield.","It was just a flesh wound."
55006,55006-ancharrr,Ancharrr,"After your hero attacks, draw a Pirate from your deck.","The problem with anchors is they often end up sinking to the bottom of your deck."
186,186-ancient-brewmaster,"Ancient Brewmaster","<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.","Most pandaren say his brew tastes like yak. But apparently that's a compliment."
69832,69832-ancient-brewmaster,"Ancient Brewmaster","<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.","Most pandaren say his brew tastes like yak. But apparently that's a compliment."
38873,38873-ancient-harbinger,"Ancient Harbinger","At the start of your turn, put a 10-Cost minion from your deck into your hand.","""honey, can u run down to the store and pick up some 10 cost minions? thx"""
915,915-ancient-mage,"Ancient Mage","<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.","Sometimes he forgets and just wanders into someone else's game."
70036,70036-ancient-mage,"Ancient Mage","<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.","Sometimes he forgets and just wanders into someone else's game."
54772,54772-ancient-mysteries,"Ancient Mysteries","Draw a <b>Secret</b> from your deck. It costs (0).","I'm not saying it was aliens, but it was TOTALLY aliens!"
9081,9081-ancient-shade,"Ancient Shade","<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.","Warning: Do not expose to direct sunlight."
38897,38897-ancient-shieldbearer,"Ancient Shieldbearer","<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.","Back in her day, each shield weighed two tons and she had to carry four of them on each arm!"
60143,60143-ancient-void-hound,"Ancient Void Hound","At the end of your turn, steal 1 Attack and Health from all enemy minions.","What happened to my 1/1 Void Pup? And the glee club?!"
605,605-ancient-watcher,"Ancient Watcher","Can't attack.","Why do its eyes seem to follow you as you walk by?"
69826,69826-ancient-watcher,"Ancient Watcher","Can't attack.","Why do its eyes seem to follow you as you walk by?"
40744,40744-ancient-of-blossoms,"Ancient of Blossoms",<b>Taunt</b>,"His new shampoo is really working!"
920,920-ancient-of-lore,"Ancient of Lore","<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.","Go ahead, carve your initials in him."
70077,70077-ancient-of-lore,"Ancient of Lore","<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.","Go ahead, carve your initials in him."
1035,1035-ancient-of-war,"Ancient of War","<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.","Young Night Elves love to play ""Who can get the Ancient of War to Uproot?"" You lose if you get crushed to death."
69596,69596-ancient-of-war,"Ancient of War","<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.","Young Night Elves love to play ""Who can get the Ancient of War to Uproot?"" You lose if you get crushed to death."
69875,69875-ancient-of-war,"Ancient of War","<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.","Young Night Elves love to play ""Who can get the Ancient of War to Uproot?"" You lose if you get crushed to death."
64903,64903-anetheron,Anetheron,"Costs (1) if your hand is full.","Leads every demonic invasion. Hopefully this one turns out better than the World Tree."
1688,1688-angry-chicken,"Angry Chicken","Has +5 Attack while damaged.","There is no beast more frightening (or ridiculous) than a fully enraged chicken."
69811,69811-angry-chicken,"Angry Chicken","<b>Enrage:</b> +5 Attack.","There is no beast more frightening (or ridiculous) than a fully enraged chicken."
2045,2045-anima-golem,"Anima Golem","At the end of each turn, destroy this minion if it's your only one.","The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar."
437,437-animal-companion,"Animal Companion","Summon a random Beast Companion.","You could summon Misha, Leokk, or Huffer! Huffer is more trouble than he's worth."
68529,68529-animal-companion,"Animal Companion","Summon a random Beast Companion.","You could summon Misha, Leokk, or Huffer! Huffer is more trouble than he's worth."
36111,36111-animated-armor,"Animated Armor","Your hero can only take 1 damage at a time.","Try putting it on. Wait, let me get my camera."
56071,56071-animated-avalanche,"Animated Avalanche","<b>Battlecry:</b> If you played an Elemental last turn, summon a copy of this.","Always sliding down mountains because it can't stop talking with its hands."
42810,42810-animated-berserker,"Animated Berserker","After you play a minion, deal 1 damage to it.","He'd be a lot easier to animate if he would just stand still."
59029,59029-animated-broomstick,"Animated Broomstick","<b>Rush</b> <b>Battlecry:</b> Give your other minions <b>Rush</b>.","""Blimey, that's a Stratocumulus 1000!"""
54020,54020-anka-the-buried,"Anka, the Buried","<b>Battlecry:</b> Change each <b>Deathrattle</b> minion in your hand into a 1/1 that costs (1).","""You look familiar. Were you at my first funeral?"""
48993,48993-annoy-o-module,Annoy-o-Module,"<b>Magnetic</b> <b>Divine Shield</b> <b>Taunt</b>","Every ten seconds it asks if you want to update."
2053,2053-annoy-o-tron,Annoy-o-Tron,"<b>Taunt</b> <b>Divine Shield</b>","The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether."
69718,69718-annoy-o-tron,Annoy-o-Tron,"<b>Taunt</b> <b>Divine Shield</b>","The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether."
2096,2096-anodized-robo-cub,"Anodized Robo Cub","<b>Taunt</b>. <b>Choose One -</b> +1 Attack; or +1 Health.","It's adorable! AND OH MY GOODNESS WHY IS IT EATING MY FACE"
38463,38463-anomalus,Anomalus,"<b>Deathrattle:</b> Deal 8 damage to all minions.","That's short for ""Anomnomnomnomalus""."
2037,2037-antique-healbot,"Antique Healbot","<b>Battlecry:</b> Restore 8 Health to your hero.","They don't make 'em like they used to! (Because of explosions, mostly.)"
1810,1810-anubar-ambusher,"Anub'ar Ambusher","<b>Deathrattle:</b> Return a random friendly minion to your hand.","Originally he was called ""Anub'ar Guy who bounces a guy back to your hand"", but it lacked a certain zing."
2586,2586-anubarak,"Anub'arak","<b>Deathrattle:</b> Return this to your hand and summon a 4/4 Nerubian.","Was actually a pretty nice guy before, you know, the whole Lich King thing."
53615,53615-anubisath-defender,"Anubisath Defender","<b>Taunt</b>. Costs (0) if you've cast a spell that costs (5) or more this turn.","Also comes running when he hears a can opener."
2933,2933-anubisath-sentinel,"Anubisath Sentinel","<b>Deathrattle:</b> Give a random friendly minion +3/+3.","He's actually a 1/1 who picked up the hammer from the last guy."
54257,54257-anubisath-warbringer,"Anubisath Warbringer","<b>Deathrattle:</b> Give all minions in your hand +3/+3.","Some dogs will bring you a bone or a squeaky toy. This one brings war!"
2898,2898-anyfin-can-happen,"Anyfin Can Happen","Summon 7 Murlocs that died this game.","Theme song by Ellie Goldfin and Blagghghlrlrl Harris."
57217,57217-apexis-blast,"Apexis Blast","Deal 5 damage. If your deck has no minions, summon a random 5-Cost minion.","Lonely mages can still have a blast!"
56461,56461-apexis-smuggler,"Apexis Smuggler","After you play a <b>Secret</b>, <b>Discover</b> a spell.","""S-secrets? I don't have any! Whoa, look, a spell!"""
62895,62895-apothecary-helbrim,"Apothecary Helbrim","<b>Battlecry and Deathrattle:</b> Add a random Poison to your hand.","The best way to maintain your health is to poison everyone else."
63193,63193-apothecarys-caravan,"Apothecary's Caravan","At the start of your turn, summon a 1-Cost minion from your deck.","If you won't bring out your dead, we'll bring the dead to you."
56623,56623-apotheosis,Apotheosis,"Give a minion +1/+2 and <b>Lifesteal</b>.","Defined as the absolute pinnacle of existence. Plus Lifesteal."
52058,52058-aranasi-broodmother,"Aranasi Broodmother","<b>Taunt</b> When you draw this, restore 4 Health to your hero.","She's got a big brood and a big mood."
538,538-arathi-weaponsmith,"Arathi Weaponsmith","<b>Battlecry:</b> Equip a 2/2 weapon.","50% off fist weapons, limited time only!"
69949,69949-arathi-weaponsmith,"Arathi Weaponsmith","<b>Battlecry:</b> Equip a 2/2 weapon.","50% off fist weapons, limited time only!"
61964,61964-arbor-up,"Arbor Up","Summon two 2/2 Treants. Give your minions +2/+1.","If you can’t outrun a tree, you really shouldn’t be here anyway."
56072,56072-arcane-amplifier,"Arcane Amplifier","Your Hero Power deals 2 extra damage.","Not on good terms with warlocks."
39215,39215-arcane-anomaly,"Arcane Anomaly","After you cast a spell, give this minion +1 Health.","He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed."
69722,69722-arcane-anomaly,"Arcane Anomaly","After you cast a spell, give this minion +1 Health.","He used to get work as a Spatial Anomaly, but he got tired of having his polarity reversed."
45590,45590-arcane-artificer,"Arcane Artificer","Whenever you cast a spell, gain Armor equal to its Cost.","Ethereal armor dissipates in 6 hours which can cause extreme awkwardness for first time buyers."
2572,2572-arcane-blast,"Arcane Blast","Deal 2 damage to a minion. This spell gets double bonus from <b>Spell Damage</b>.","Now with 100% more blast!"
54906,54906-arcane-breath,"Arcane Breath","Deal 2 damage to a minion. If you're holding a Dragon, <b>Discover</b> a spell.","One of many side effects from eating mana cookies."
54837,54837-arcane-devourer,"Arcane Devourer","Whenever you cast a spell, gain +2/+2.","Likes her magic with a pinch of salt."
69670,69670-arcane-devourer,"Arcane Devourer","Whenever you cast a spell, gain +2/+2.","Likes her magic with a pinch of salt."
49171,49171-arcane-dynamo,"Arcane Dynamo","<b>Battlecry:</b> <b>Discover</b> a spell that costs (5) or more.","We ran out of jars, so we started putting brains in other stuff."
447,447-arcane-explosion,"Arcane Explosion","Deal 1 damage to all enemy minions.","This spell is much better than Arcane Implosion."
68323,68323-arcane-explosion,"Arcane Explosion","Deal 1 damage to all enemy minions.","This spell is much better than Arcane Implosion."
53822,53822-arcane-flakmage,"Arcane Flakmage","After you play a <b>Secret</b>, deal 2 damage to all enemy minions.","Ancient pandaren proverb: He who is without secrets lacks flak."
52072,52072-arcane-fletcher,"Arcane Fletcher","Whenever you play a 1-Cost minion, draw a spell from your deck.","Stop trying to make fletch happen. It's not going to happen."
39426,39426-arcane-giant,"Arcane Giant","Costs (1) less for each spell you've cast this game.","Claims to be drawn to Karazhan because of the ley lines. Actually, just loves Moroes’ cooking."
466,466-arcane-golem,"Arcane Golem","<b>Charge</b>. <b>Battlecry:</b> Give your opponent a Mana Crystal.","Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces."
69841,69841-arcane-golem,"Arcane Golem","<b>Charge</b>. <b>Battlecry:</b> Give your opponent a Mana Crystal.","Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces."
555,555-arcane-intellect,"Arcane Intellect","Draw 2 cards.","Playing this card makes you SMARTER. And let's face it: we could all stand to be a little smarter."
68321,68321-arcane-intellect,"Arcane Intellect","Draw 2 cards.","Playing this card makes you SMARTER. And let's face it: we could all stand to be a little smarter."
69500,69500-arcane-intellect,"Arcane Intellect","Draw 2 cards.","Playing this card makes you SMARTER. And let's face it: we could all stand to be a little smarter."
46654,46654-arcane-keysmith,"Arcane Keysmith","<b>Battlecry:</b> <b>Discover</b> a <b>Secret</b>. Put it into the battlefield.","She sells all manner of keys: from A flat to G sharp."
63060,63060-arcane-luminary,"Arcane Luminary","Cards that didn't start in your deck cost (2) less, but not less than (1).","They say true value is the cards you find along the way."
564,564-arcane-missiles,"Arcane Missiles","Deal 3 damage randomly split among all enemies.","You'd think you'd be able to control your missiles a little better since you're a powerful mage and all."
68457,68457-arcane-missiles,"Arcane Missiles","Deal 3 damage randomly split among all enemy characters.","You'd think you'd be able to control your missiles a little better since you're a powerful mage and all."
2059,2059-arcane-nullifier-x-1,"Arcane Nullifier X-21","<b>Taunt</b> Can't be targeted by spells or Hero Powers.","There was some hard talk between gnome magi and engineers about inventing this mech."
65684,65684-arcane-overflow,"Arcane Overflow","Deal 8 damage to an enemy minion. Summon a Remnant with stats equal to the excess damage.","On this ship, when you can’t use an int, learn how to float."
52292,52292-arcane-servant,"Arcane Servant","","""Would sir like me to punch something?"""
877,877-arcane-shot,"Arcane Shot","Deal 2 damage.","Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves. The resulting loss of jobs sent Stormwind into a minor recession."
68434,68434-arcane-shot,"Arcane Shot","Deal 2 damage.","Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves. The resulting loss of jobs sent Stormwind into a minor recession."
69546,69546-arcane-shot,"Arcane Shot","Deal 2 damage.","Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves. The resulting loss of jobs sent Stormwind into a minor recession."
43483,43483-arcane-tyrant,"Arcane Tyrant","Costs (0) if you've cast a spell that costs (5) or more this turn.","Tyrant is such a strong word."
52654,52654-arcane-watcher,"Arcane Watcher","Can't attack unless you have <b>Spell Damage</b>.","Now his watch has ended… until you have Spell Damage."
304,304-arcanite-reaper,"Arcanite Reaper","","No… actually you should fear the Reaper."
68377,68377-arcanite-reaper,"Arcanite Reaper","","No… actually you should fear the Reaper."
41153,41153-arcanologist,Arcanologist,"<b>Battlecry:</b> Draw a <b>Secret</b>.","What did you draw? Shhhh… it’s a secret."
69702,69702-arcanologist,Arcanologist,"<b>Battlecry:</b> Draw a <b>Secret</b>.","What did you draw? Shhhh… it’s a secret."
50121,50121-arcanosaur,Arcanosaur,"<b>Battlecry:</b> If you played an Elemental last turn, deal 3 damage to all other minions.","Arcane energy… finds a way."
39491,39491-arcanosmith,Arcanosmith,"<b>Battlecry:</b> Summon a 0/5 minion with <b>Taunt</b>.","He’s really just a Blacksmith, but he thought the fancy title would bring in more business."
2964,2964-arch-thief-rafaam,"Arch-Thief Rafaam","<b>Battlecry: Discover</b> a powerful Artifact.","He's very good at retrieving artifacts. From other people's museums."
52119,52119-arch-villain-rafaam,"Arch-Villain Rafaam","<b><b>Taunt</b> Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.","Minions must wash hands before being LIQUIDATED AND REPLACED BY SOMEONE BETTER."
42633,42633-archbishop-benedictus,"Archbishop Benedictus","<b>Battlecry:</b> Shuffle a copy of your opponent's deck into your deck.","Nobody expects the Archbishop's Benediction!"
63432,63432-archdruid-naralex,"Archdruid Naralex","<b>Dormant</b> for 2 turns. While <b>Dormant</b>, add a Dream card to your hand at the end of your turn.","""Dormant? I think you mean naptime."""
52870,52870-archivist-elysiana,"Archivist Elysiana","<b>Battlecry:</b> <b>Discover</b> 5 cards. Replace your deck with 2 copies of each.","Your deck is just another organizational challenge to her."
525,525-archmage,Archmage,"<b>Spell Damage +1</b>","You earn the title of Archmage when you can destroy anyone who calls you on it."
68393,68393-archmage,Archmage,"<b>Spell Damage +1</b>","You earn the title of Archmage when you can destroy anyone who calls you on it."
1080,1080-archmage-antonidas,"Archmage Antonidas","Whenever you cast a spell, add a 'Fireball' spell to your hand.","Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor. This was a big step up from being Grand Magus of Jelly Donuts."
69975,69975-archmage-antonidas,"Archmage Antonidas","Whenever you cast a spell, add a 'Fireball' spell to your hand.","Antonidas was the Grand Magus of the Kirin Tor, and Jaina's mentor. This was a big step up from being Grand Magus of Jelly Donuts."
47692,47692-archmage-arugal,"Archmage Arugal","Whenever you draw a minion, add a copy of it to your hand.","His worgen children call him Archmage AROO-OO-OO-OO-gal."
52438,52438-archmage-vargoth,"Archmage Vargoth","At the end of your turn, cast a spell you've cast this turn <i>(targets are random)</i>.","He's an archmage, but he might want to brush up on the basics... like aiming."
56689,56689-archspore-msshifn,"Archspore Msshi'fn","<b>Taunt</b> <b>Deathrattle:</b> Shuffle 'Msshi'fn Prime' into your deck.","Brave leader of the Sporeggar. Guided by the philosophy that one should not mssh with matters that are not one's msshiness."
59252,59252-archwitch-willow,"Archwitch Willow","<b>Battlecry:</b> Summon a random Demon from your hand and deck.","One of the demons will do all the work while the other gets the same grade."
50397,50397-arena-fanatic,"Arena Fanatic","<b>Battlecry:</b> Give all minions in your hand +1/+1.","Her fantasy Rumble league gives double points for dismemberment."
50403,50403-arena-patron,"Arena Patron","<b>Overkill:</b> Summon another Arena Patron.","Everybody with a ticket get in here!"
50411,50411-arena-treasure-chest,"Arena Treasure Chest","<b>Deathrattle:</b> Draw 2 cards.","Yeah it's great, but did you see the Arena Treasure Arms?!"
45366,45366-arfus,Arfus,"<b>Deathrattle:</b> Add a random <b>Death Knight</b> card to your hand.","There must always be a Lick King."
59616,59616-argent-braggart,"Argent Braggart","<b>Battlecry:</b> Gain Attack and Health to match the highest in the battlefield.","Not sure why he's bragging, he's got the same stats as the next guy."
