	2826	2826-alleria-windrunner	Alleria Windrunner	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b267dc8053f3aebe7d86213e9fc2aba0097646b2fc0dd2c7d71c3534f854950e.png
<b>Taunt</b> Whenever this minion deals damage, gain that much Armor.	40574	40574-alley-armorsmith	Alley Armorsmith	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/abfe2ac0cb7cf0a9c4c956db51039635a9f8db96b4af44630f2d91ee560299e4.png
<b>Battlecry:</b> Summon a 1/1 Cat.	40426	40426-alleycat	Alleycat	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a382ae9ecf11c5dc328ece2a52253d8a082b7e7d5fb3c53f59a2b7bb8363988d.png
<b>Battlecry:</b> Draw a minion. Give minions in your hand +1/+1.	64368	64368-alliance-bannerman	Alliance Bannerman	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3af07fe2843291c456fb25e72621a86487b54621467efb4d96a33e68eb730196.png
Destroy the top 3 cards of each deck.	63211	63211-altar-of-fire	Altar of Fire	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bea9ab69a1299cafb6a34c652e2a18f46fc139c5df8992ddc5b8e7931d6cf320.png
After you play the left- or right-most card in your hand, deal 1 damage to all enemies.	56652	56652-altruis-the-outcast	Altruis the Outcast	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc3f61cee023ec55ec62ea55388a9e7e776cfa2445ae736a283ee5b2a4525442.png
At the end of your turn, draw 3 cards.	43426	43426-aluneth	Aluneth	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b579daa69f5ab15bbe9e448d87485b90eb802c39659bb801c42d027ea2910db.png
	38782	38782-amgam-rager	Am'gam Rager	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8942b2de88b8cb8dfb556edb153fd828b08ae920d4a2d7ef2034c3fae21a3ec5.png
Has +3 Attack while damaged.	790	790-amani-berserker	Amani Berserker	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5672043216b7f7c3b953c22fd9c8ad53059afc7ce00117d06bb0ec59029ed8b1.png
<b>Enrage:</b> +3 Attack	69947	69947-amani-berserker	Amani Berserker	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f176973b1f981ebdfce3c0bec25865b052938a6697c70850067decfff742a6b.png
<b>Rush</b> <b>Taunt</b>	50776	50776-amani-war-bear	Amani War Bear	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7459ae0cbebbe91b8c58dddd860eca22c7ce09452cbd80b380dec03ef257bca.png
<b>Battlecry:</b> Restore 8 Health.	55048	55048-amber-watcher	Amber Watcher	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da85b7fdff8af60df1b139e906d195904e9265459d5107dcafbd1c9d6acd4140.png
<b>Secret:</b> After your opponent plays a minion, summon a 2/3 Ambusher with <b>Poisonous</b>.	56524	56524-ambush	Ambush	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39b3633cb93c50bb70ca4e243566f702a1ca09996f3132d8a4f767042bcd8418.png
<b>Battlecry:</b> Your next Hero Power costs (0) and <b>Freezes</b> the target.	67873	67873-amplified-snowflurry	Amplified Snowflurry	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f331a0fcf8c9d187e64a802da76eeb03c13f46391d9b2bed91a3b028ee62fc7.png
<b>Tradeable</b> Resurrect friendly <b>Deathrattle</b> (minion, minions). <i>(Upgrades when <b>Traded</b>!)</i>	65676	65676-amulet-of-undying	Amulet of Undying	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0d9fd8b5d4c9f644617f1fedec4a1400bde1abc9768adb1a3b2eba7a0350e4c.png
Put a random minion from each player's hand into the battlefield.	1998	1998-ancestors-call	Ancestor's Call	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63716a0295687e420558bb62b5d52c9a8efe44c9f7056553d5765b6853617cdb.png
<b>Lifesteal</b> <b>Reborn</b>	53408	53408-ancestral-guardian	Ancestral Guardian	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/806b1757edfdc944779e5981e37ff2bf56007bbefd3bad47450d3e8204f0e6a3.png
Restore a minion to full Health and give it <b>Taunt</b>.	149	149-ancestral-healing	Ancestral Healing	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d990312f062c013d1439d6cd1f67cb43ecaad91bab0e2fceb738d6f6229f767.png
Restore a minion to full Health and give it <b>Taunt</b>.	68331	68331-ancestral-healing	Ancestral Healing	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfe6f50fae40f3f6deafdb89aadf9e9e539385cfb357e37308874bf13a45a698.png
Draw 2 cards. <b>Overload:</b> (2)	2514	2514-ancestral-knowledge	Ancestral Knowledge	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e1a1b15bbabfd3ea86e7c84d65599a5c4f96d4cca632a806f623a232d55b82c.png
Give a minion "<b>Deathrattle:</b> Resummon this minion."	404	404-ancestral-spirit	Ancestral Spirit	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cef2d0116f1681fe8d89c27391666ea68995eb2272a4695a854b641cea8fcf4.png
Choose a minion. When that minion is destroyed, return it to the battlefield.	69749	69749-ancestral-spirit	Ancestral Spirit	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b814f1aa95ecabe1c0b392de1b57e8cb29876b0a06765834ccbf905c547fee9f.png
After your hero attacks, draw a Pirate from your deck.	55006	55006-ancharrr	Ancharrr	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7b7c7941b1001b8e92a07c11f95dddc5847099bc5d698b9249e0e02ed0d09b3.png
<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.	186	186-ancient-brewmaster	Ancient Brewmaster	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f0e5ca5fe0f5db300cb88ce891945bec3d1f41dd0c92fff014b5feaff93ab2d.png
<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.	69832	69832-ancient-brewmaster	Ancient Brewmaster	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f90477cc86f61879e6db3dbcc8975351c5defdd151aa78b4065377061a91d78.png
At the start of your turn, put a 10-Cost minion from your deck into your hand.	38873	38873-ancient-harbinger	Ancient Harbinger	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5df53e8f71173cb273bb646c8366016f801f01cd7082e7e61cf267f7d498116.png
<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.	915	915-ancient-mage	Ancient Mage	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b6f2cd84315d44e0977c9a13214379be3b388ba3d904bfe91d9027aff52fdbf.png
<b>Battlecry:</b> Give adjacent minions <b>Spell Damage +1</b>.	70036	70036-ancient-mage	Ancient Mage	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2443c5a06196d69d45e1c36150f21d2d65df622271db6ef2975328bb583599a6.png
Draw a <b>Secret</b> from your deck. It costs (0).	54772	54772-ancient-mysteries	Ancient Mysteries	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8aa237f66f222838c06d831642c5d489c9a60b443e56ca3d79d96b145286936.png
<b>Battlecry:</b> Shuffle an 'Ancient Curse' into your deck that deals 7 damage to you when drawn.	9081	9081-ancient-shade	Ancient Shade	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/607afb81ebe434325e6d575b58bbfb431896cb7490ecf42d6014e23c8b63ee23.png
<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain 10 Armor.	38897	38897-ancient-shieldbearer	Ancient Shieldbearer	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2af54bc39dd391694ad2bb51ae3f5f169f4fcfd1a708cecde368747be3ba1632.png
At the end of your turn, steal 1 Attack and Health from all enemy minions.	60143	60143-ancient-void-hound	Ancient Void Hound	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30a9bfc195907a4a12619f160f04b11169028d20f8cf4640bc431d98eb035484.png
Can't attack.	605	605-ancient-watcher	Ancient Watcher	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbf3d377ce693b204821ee31618e4adbc43203f50aa4b421878fe82658ed1b75.png
Can't attack.	69826	69826-ancient-watcher	Ancient Watcher	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3448e7738cf16ea009d9988dd32089706cad4e9cee54f18916adc65148994f52.png
<b>Taunt</b>	40744	40744-ancient-of-blossoms	Ancient of Blossoms	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9811cd062e4c92cb9bda17fbab03537baa461b0bb970161e228cb2f734d1723e.png
<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.	920	920-ancient-of-lore	Ancient of Lore	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4a299448e4f02d67b3d13dd6255918b4d0883c69e6b5e9f95ad00a5fdd0cb66.png
<b>Choose One -</b> Draw 2 cards; or Restore 5 Health.	70077	70077-ancient-of-lore	Ancient of Lore	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbbd740a5fdcd6ea287f5efece66099a02d212d1f212e3032a5669633d9ba594.png
<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.	1035	1035-ancient-of-war	Ancient of War	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64ca96e8272c23fdf2a637923719e7eefce9b32386bfe88737280e1684de292b.png
<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.	69596	69596-ancient-of-war	Ancient of War	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0dac7d33f7230451bf53cd8eafd40a409d42595176a374e87c28eb65bce76696.png
<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.	69875	69875-ancient-of-war	Ancient of War	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fff7fa1d37cedf7a28b2542e637a522032ba89b80a8668ca76f2d231b4fe16d0.png
Costs (1) if your hand is full.	64903	64903-anetheron	Anetheron	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f414d5f454c40d28069a8de4b2900c0fb2f406c36c0fc6aaa9a6486a58afdbae.png
Has +5 Attack while damaged.	1688	1688-angry-chicken	Angry Chicken	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f2a8f00741cc29c6abdd3fb0c2187687abb85d0e8db96d14b2c9cd6865b5025.png
<b>Enrage:</b> +5 Attack.	69811	69811-angry-chicken	Angry Chicken	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c74daf3cb32ea36ed505642793a3d4b2ebb7ce3a225f9f45ada03c90d3a2ffe.png
At the end of each turn, destroy this minion if it's your only one.	2045	2045-anima-golem	Anima Golem	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc65bf3ca4189c33bdbd78f19e30cd4474be5fc551c5989d4f363c6b28ba4fc6.png
Summon a random Beast Companion.	437	437-animal-companion	Animal Companion	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0bbbcf5333c11c2df6e37c7b59d13a1e06aa3cd532c3c0bebbea539a66ed62d7.png
Summon a random Beast Companion.	68529	68529-animal-companion	Animal Companion	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34f0e41f0f13c33d563dfdb59b0ee88667a7729f178b259a5a20373dfbe48fdc.png
Your hero can only take 1 damage at a time.	36111	36111-animated-armor	Animated Armor	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/233544f1eb3c540c762301638175acd1ace5dc21d53f45d758c2f1e53c0af77b.png
<b>Battlecry:</b> If you played an Elemental last turn, summon a copy of this.	56071	56071-animated-avalanche	Animated Avalanche	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac197379a638ed8f60b273254069a361a6c9af6480158e6221b019fd684552a3.png
After you play a minion, deal 1 damage to it.	42810	42810-animated-berserker	Animated Berserker	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/11df8a5fd52ca2b29285e059acab18210954ad432f9b2d3ca0b6c6e5818dc277.png
<b>Rush</b> <b>Battlecry:</b> Give your other minions <b>Rush</b>.	59029	59029-animated-broomstick	Animated Broomstick	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3927cf987c2d04f05b73538babfe4ec5cae0dbebb61becba72713436bb793f02.png
<b>Battlecry:</b> Change each <b>Deathrattle</b> minion in your hand into a 1/1 that costs (1).	54020	54020-anka-the-buried	Anka, the Buried	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2706d64074f44387259ff2875ed946077de66e33edbdcd17ea700e5db0b8d42f.png
<b>Magnetic</b> <b>Divine Shield</b> <b>Taunt</b>	48993	48993-annoy-o-module	Annoy-o-Module	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/85e80e0248b527f28263f55d583497e03a999d46091f9ac10a109a9f1f4138d4.png
<b>Taunt</b> <b>Divine Shield</b>	2053	2053-annoy-o-tron	Annoy-o-Tron	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe099fad35d096998527c146e46595b0f5c496678c415e8a1464a20c0a7b0d89.png
<b>Taunt</b> <b>Divine Shield</b>	69718	69718-annoy-o-tron	Annoy-o-Tron	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c1447bf73f4344342e2bae64afac0d3df21ec299ea3a9a900504cc445849744d.png
<b>Taunt</b>. <b>Choose One -</b> +1 Attack; or +1 Health.	2096	2096-anodized-robo-cub	Anodized Robo Cub	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/735a166b4079e9b93dd2d9c8b0e95e3dec93ddf5ad7bc28b077ef511a1c21779.png
<b>Deathrattle:</b> Deal 8 damage to all minions.	38463	38463-anomalus	Anomalus	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3bcf6da62690b669ef2a5680a1527c76ee7c6f16b0eac2b27970c46c42db5d1.png
<b>Battlecry:</b> Restore 8 Health to your hero.	2037	2037-antique-healbot	Antique Healbot	https://d15f34w2p8l1cc.cloudfront.net/hearthstone/51864a6cf678d480e30cd0beb21fb6e2ca399a4cfe353e840c119df2ddf244c6.png
